1,1.1,672
1,2,672
1,3,672
1,4,672
1,5,672
1,6,672
1,7,672
1,8,672
1,9,672
1,10,672
2,11,672
2,12,672
2,13,672
2,14,672
2,15,672
2,16,672
2,21,672
2,59,672
3,17,672
3,18,672
3,19,672
3,20,672
3,22,672
3,23,672
3,24,672
3,25,672
3,26,672
3,27,672
3,28,672
4,29,672
4,30,672
4,31,672
4,32,672
4,33,672
4,34,672
4,35,672
4,36,672
4,37,672
4,38,672
4,39,672
4,40,672
4,51,672
4,52,672
4,53,672
4,55,672
4,56,672
4,57,672
4,58,672
5,41,672
5,42,672
5,43,672
5,44,672
5,45,672
5,46,672
5,47,672
5,48,672
5,49,672
5,50,672
5,54,672
