     0     0 7.0747e+09    0 22776 1.8169e+12 7.0747e+09   100%     -   20s
H    0     0                    6.014624e+11 7.0747e+09  98.8%     -   21s
H    0     0                    9.290949e+09 7.0747e+09  23.9%     -   23s
     0     0 7.0764e+09    0 23360 9.2909e+09 7.0764e+09  23.8%     -   36s
H    0     0                    7.887747e+09 7.0764e+09  10.3%     -   42s
     0     0 7.0777e+09    0 23179 7.8877e+09 7.0777e+09  10.3%     -   44s
     0     0 7.0778e+09    0 23179 7.8877e+09 7.0778e+09  10.3%     -   47s
     0     0 7.0795e+09    0 22956 7.8877e+09 7.0795e+09  10.2%     -   50s
     0     0 7.0811e+09    0 22749 7.8877e+09 7.0811e+09  10.2%     -   53s
     0     0 7.0829e+09    0 22570 7.8877e+09 7.0829e+09  10.2%     -   56s
     0     0 7.0887e+09    0 21647 7.8877e+09 7.0887e+09  10.1%     -   59s
     0     0 7.1037e+09    0 17101 7.8877e+09 7.1037e+09  9.94%     -   61s
     0     0 7.1063e+09    0 18733 7.8877e+09 7.1063e+09  9.91%     -   64s
     0     0 7.1092e+09    0 20363 7.8877e+09 7.1092e+09  9.87%     -   67s
     0     0 7.1121e+09    0 22024 7.8877e+09 7.1121e+09  9.83%     -   71s
     0     0 7.1145e+09    0 23602 7.8877e+09 7.1145e+09  9.80%     -   75s
     0     0 7.1169e+09    0 25291 7.8877e+09 7.1169e+09  9.77%     -   79s
     0     0 7.1187e+09    0 25647 7.8877e+09 7.1187e+09  9.75%     -   86s
     0     0 7.1187e+09    0 25912 7.8877e+09 7.1187e+09  9.75%     -   90s
     0     0 7.1187e+09    0 25959 7.8877e+09 7.1187e+09  9.75%     -   94s
     0     0 7.1187e+09    0 25956 7.8877e+09 7.1187e+09  9.75%     -   97s
     0     0 7.1188e+09    0 27861 7.8877e+09 7.1188e+09  9.75%     -  111s
     0     0 7.1198e+09    0 27830 7.8877e+09 7.1198e+09  9.74%     -  121s
     0     0 7.1199e+09    0 30582 7.8877e+09 7.1199e+09  9.74%     -  127s
     0     0 7.1199e+09    0 32642 7.8877e+09 7.1199e+09  9.73%     -  131s
     0     0 7.1199e+09    0 32903 7.8877e+09 7.1199e+09  9.73%     -  143s
H    0     0                    7.170706e+09 7.1199e+09  0.71%     -  175s
     0     0 7.1199e+09    0 32967 7.1707e+09 7.1199e+09  0.71%     -  180s
     0     0 7.1199e+09    0 33076 7.1707e+09 7.1199e+09  0.71%     -  197s
     0     0 7.1199e+09    0 33005 7.1707e+09 7.1199e+09  0.71%     -  220s
     0     2 7.1199e+09    0 33005 7.1707e+09 7.1199e+09  0.71%     -  466s
     1     4 7.1207e+09    1 32526 7.1707e+09 7.1200e+09  0.71%  4634  474s
     3     6 7.1208e+09    2 32361 7.1707e+09 7.1201e+09  0.71%  2023  480s
     5     8 7.1214e+09    2 32443 7.1707e+09 7.1202e+09  0.70%  2106  495s
     7    10 7.1209e+09    3 32356 7.1707e+09 7.1203e+09  0.70%  1506  508s
     9    12 7.1215e+09    4 31831 7.1707e+09 7.1203e+09  0.70%  1674  532s
    11    16 7.1210e+09    4 32359 7.1707e+09 7.1204e+09  0.70%  1371  559s
    15    20 7.1211e+09    5 32440 7.1707e+09 7.1204e+09  0.70%  1336  597s
    19    29 7.1219e+09    7 31794 7.1707e+09 7.1204e+09  0.70%  1559  616s
    28    44 7.1214e+09    8 32423 7.1707e+09 7.1204e+09  0.70%  1092  652s
    43    81 7.1215e+09   10 32401 7.1707e+09 7.1204e+09  0.70%   779  713s
    80   121 7.1215e+09   20 32263 7.1707e+09 7.1204e+09  0.70%   480  793s
   120   158 7.1215e+09   31 32221 7.1707e+09 7.1204e+09  0.70%   378  875s
   157   188 7.1216e+09   39 31954 7.1707e+09 7.1204e+09  0.70%   357  948s
   187   217 7.1218e+09   44 31748 7.1707e+09 7.1204e+09  0.70%   360 1016s
   216   261 7.1219e+09   47 31664 7.1707e+09 7.1204e+09  0.70%   354 1087s
H  251   261                    7.170701e+09 7.1204e+09  0.70%   334 1088s
   260   305 7.1220e+09   59 31377 7.1707e+09 7.1204e+09  0.70%   325 1133s
   304   349 7.1220e+09   70 31081 7.1707e+09 7.1204e+09  0.70%   289 1174s
   348   393 7.1220e+09   81 30786 7.1707e+09 7.1204e+09  0.70%   262 1207s
   392   437 7.1220e+09   92 30410 7.1707e+09 7.1204e+09  0.70%   243 1244s
   436   481 7.1220e+09  103 30234 7.1707e+09 7.1204e+09  0.70%   228 1276s
H  440   481                    7.170701e+09 7.1204e+09  0.70%   227 1276s
   480   525 7.1220e+09  114 29960 7.1707e+09 7.1204e+09  0.70%   218 1309s
H  488   525                    7.170661e+09 7.1204e+09  0.70%   216 1309s
   524   569 7.1220e+09  125 29731 7.1707e+09 7.1204e+09  0.70%   209 1348s
   568   613 7.1220e+09  136 29575 7.1707e+09 7.1204e+09  0.70%   202 1380s
H  584   613                    7.170603e+09 7.1204e+09  0.70%   199 1380s
   612   657 7.1220e+09  147 29316 7.1706e+09 7.1204e+09  0.70%   195 1422s
   656   701 7.1220e+09  158 29157 7.1706e+09 7.1204e+09  0.70%   188 1459s
